article_id,affiliation,citedby,pub_title,pub_year,citations,pub_author,eprint,journal_id
455,"Professor, Spatial Hearing Laboratory, Chiba Institute of Technology, Japan",1005,"The role of low frequency components in median plane localization",1970,23,"Masayuki Morimoto and Motoki Yairi and Kazuhiro Iida and Motokuni Itoh",https://www.jstage.jst.go.jp/article/ast/24/2/24_2_76/_pdf,144
456,"Proffessor, Physics Department, NTUA",877,"Picosecond and subpicosecond visible laser ablation of optically transparent polymers",1998,40,"AA Serafetinides and CD Skordoulis and MI Makropoulou and AK Kar",,178
457,"University of Copenhagen",1033,"Tax avoidance with cross-border hybrid instruments",2014,44,"Niels Johannesen",,296
458,"Research Staff, Lawrence Livermore National Laboratory",1028,"Equilibrium shape of dislocation shear loops in anisotropic α-Fe",2011,23,"S Aubry and SP Fitzgerald and SL Dudarev and W Cai",,175
459,"University of Maragheh",228,"Silica nanostructures, a heterogeneous surface for dendrimer functionalization",2018,1,"Mohammad Heidarizadeh and Esmail Doustkhah and Farveh Saberi and Sadegh Rostamnia and Asadollah Hassankhani and Parisa Fathi Rezaei and Yusuke Ide",,297
460,"National Defense Academy of Japan",681,"Frequency response and spatial resolution of a thin foil for heat transfer measurements using infrared thermography",2009,35,"Hajime Nakamura",http://www.academia.edu/download/46017118/Frequency_response_and_spatial_resolutio20160528-30721-85iqh0.pdf,152
461,"Unknown affiliation",3489,"WOX1 is essential for tumor necrosis factor-, UV light-, staurosporine-, and p53-mediated cell death, and its tyrosine 33-phosphorylated form binds and stabilizes serine 46 …",2005,127,"Nan-Shan Chang and Joan Doherty and Amy Ensign and Lori Schultz and Li-Jin Hsu and Qunying Hong",http://www.jbc.org/content/280/52/43100.full.pdf,176
462,"Scientist, Los Alamos National Laboratory",2481,"A multiscale nonhydrostatic atmospheric model using centroidal Voronoi tesselations and C-grid staggering",2012,273,"William C Skamarock and Joseph B Klemp and Michael G Duda and Laura D Fowler and Sang-Hun Park and Todd D Ringler",https://journals.ametsoc.org/doi/pdf/10.1175/MWR-D-11-00215.1,298
463,"BMT Program Director. National Center for Cancer Care and Research. Hamad Medical Corporation. Doha",3221,"Bone marrow transplantation in adults with thalassemia: treatment and long‐term follow‐up",2005,109,"JAVID GAZIEV and PIETRO SODANI and PAOLA POLCHI and MARCO ANDREANI and GUIDO LUCARELLI",,243
464,"Berlin University of Technology em.",2556,"Surface nuclear magnetic resonance tomography",2007,67,"Marian Hertrich and Martina Braun and Thomas Gunther and Alan G Green and Ugur Yaramanci",https://www.researchgate.net/profile/Ugur_Yaramanci/publication/3205632_Surface_Nuclear_Magnetic_Resonance_Tomography/links/0046352762b1904e67000000.pdf,299
465,"Charles Sturt University",404,"Battling with words: a study of language, diversity and social inclusion in the Australian Department of Defence",1970,10,"Elizabeth Thomson",,NULL
466,"Dong-A University",709,"Lattice strain in bulk GaN epilayers grown on CrN/sapphire template",2009,45,"SW Lee and Jun-Seok Ha and Hyun-Jae Lee and Hyo-Jong Lee and H Goto and T Hanada and T Goto and Katsushi Fujii and MW Cho and T Yao",,300
467,"University of Graz",1999,"Car-sharing organizations: The size of the market segment and revealed change in mobility behavior",1996,160,"Karl Steininger and Caroline Vogl and Ralph Zettl",,301
468,"Istituto Italiano di Tecnologia",2566,"Molecular behavior of zero-dimensional perovskites",2017,34,"Jun Yin and Partha Maity and Michele De Bastiani and Ibrahim Dursun and Osman M Bakr and Jean-Luc Brédas and Omar F Mohammed",https://advances.sciencemag.org/content/advances/3/12/e1701793.full.pdf,302
469,"Michigan State University",2886,"The effects of a feedback intervention on group process and outcome.",2008,53,"D Rob Davies and Gary M Burlingame and Jennifer E Johnson and Robert L Gleave and Sally H Barlow",,181
470,"Technical University of Sofia",97,"Challenges in the design of smart vehicular cyber physical systems with human in the loop",1970,4,"Agata Manolova and Vladimir Poulkov and Krasimir Tonchev and LP Ligthart and R Prasad",https://www.researchgate.net/profile/Agata_Manolova/publication/323846381_Challenges_in_the_Design_of_Smart_Vehicular_Cyber_Physical_Systems_with_Human_in_the_Loop/links/5aaf2e86458515ecebe97679/Challenges-in-the-Design-of-Smart-Vehicular-Cyber-Physical-Systems-with-Human-in-the-Loop.pdf,NULL
471,"University of Pennsylvania",542,"Parallel aligned treebank corpora at LDC: Methodology, annotation and integration",1970,5,"Xuansong Li and Stephanie Strassel and Stephen Grimes and Safa Ismael and Xiaoyi Ma and Niyu Ge and Ann Bies and Nianwen Xue and Mohamed Maamouri",,NULL
472,"Australian national university",2452,"Inventing Politics: the case of Malaysia",1991,43,"Anthony C Milner",,303
474,"Tatung University",661,"Sequence of a cloned pR72H fragment and its use for detection of Vibrio parahaemolyticus in shellfish with the PCR.",1995,130,"Chia-Yin Lee and Shwu-Fen Pan and Chien-Hsien Chen",https://aem.asm.org/content/aem/61/4/1311.full.pdf,304
475,"Universidad de Guadalajara",98,"HPV genotypes detected by linear array and next-generation sequencing in anal samples from HIV positive men who have sex with men in mexico",2018,2,"Luz A González-Hernández and María G Flores-Miramontes and Adriana Aguilar-Lemarroy and Krissya S Quintanilla-Peña and Fabiola L Martin-Amaya-Barajas and Moisés Ramos-Solano and Luis F Enciso Gómez and Jaime F Andrade-Villanueva and Luis F Jave-Suárez",https://www.researchgate.net/profile/Adriana_Aguilar-Lemarroy/publication/322233431_HPV_genotypes_detected_by_linear_array_and_next-generation_sequencing_in_anal_samples_from_HIV_positive_men_who_have_sex_with_men_in_Mexico/links/5bc8c0afa6fdcc03c7909313/HPV-genotypes-detected-by-linear-array-and-next-generation-sequencing-in-anal-samples-from-HIV-positive-men-who-have-sex-with-men-in-Mexico.pdf,305
476,"Assistant Professor of Business Administration, Technical University of Madrid",95,"La Colaboración Público-Privada: fórmulas conocidas adaptadas a los nuevos tiempos",2011,2,"Antonio L Lara Galera and Antonio Sánchez Soliño and José Balibrea Iniesta",https://www.researchgate.net/profile/Antonio_Lara_Galera/publication/259526914_La_Colaboracion_Publico-Privada_formulas_conocidas_adaptadas_a_los_nuevos_tiempos/links/0046352c5b7c740ea6000000/La-Colaboracion-Publico-Privada-formulas-conocidas-adaptadas-a-los-nuevos-tiempos.pdf,306
477,"Postdoc - Laboraroty of Medicine and Pathobiology - University of Toronto",76,"Analysis of two Schistosoma mansoni uridine phosphorylases isoforms suggests the emergence of a protein with a non-canonical function",2016,6,"Antônio Marinho da Silva Neto and Juliana Roberta Torini de Souza and Larissa Romanello and Alexandre Cassago and Vitor Hugo Balasco Serrão and Ricardo DeMarco and José Brandão-Neto and Richard Charles Garratt and Humberto D'Muniz Pereira",https://www.researchgate.net/profile/Humberto_Pereira2/publication/295242534_Analysis_of_two_Schistosoma_mansoni_Uridine_Phosphorylases_isoforms_suggests_the_emergence_of_a_protein_with_a_non-canonical_function/links/59dd19a1aca272b698e10c33/Analysis-of-two-Schistosoma-mansoni-Uridine-Phosphorylases-isoforms-suggests-the-emergence-of-a-protein-with-a-non-canonical-function.pdf,307
478,"Debreceni Egyetem, Neurológiai Tanszék",2661,"Quantitative Measurement of Local Cerebral Blood Flow in the Anesthetized Mouse Using Intraperitoneal [14C]Iodoantipyrine Injection and Final Arterial Heart …",2000,46,"Keiichiro Maeda and Günter Mies and László Oláh and Konstantin-Alexander Hossmann",https://journals.sagepub.com/doi/full/10.1097/00004647-200001000-00003,57
479,"Language Learning Books Author",41465,Crystal06,1970,2597,"Roberto Dovesi and Victor R Saunders and Carla Roetti and Roberto Orlando and CM Zicovich-Wilson and Fabien Pascale and Bartolomeo Civalleri and Klaus Doll and Nicholas M Harrison and Ian J Bush and Ph D'Arco and M Llunell",http://www.theochem.unito.it/crystal_tuto/mssc2008_cd/doc/crystal06.pdf,NULL
480,"University of Hartford",641,"Measuring postural sway in sitting: a new segmental approach",2015,9,"Derek John Curtis and Lisbeth Hansen and Malene Luun and Ragnhild Løberg and Marjorie Woollacott and Sandy Saavedra and Stig Sonne-Holm and Steen Berggreen and Jesper Bencke",,64
481,"Aalborg University",373,"Macromolecular drug transport into the brain using targeted therapy",2010,61,"Jacek Lichota and Tina Skjørringe and Louiza B Thomsen and Torben Moos",,27
482,"Zonguldak Bulent Ecevit Universitesi",80,"Electrodeposition of Si–DLC nanocomposite film and its electronic application",2018,1,"Necati Basman and Rukiye Uzun and Ebru Gocer and Emin Bacaksiz and Ugur Kolemen",,308
483,"Professor in Cognitive Development",10480,"Symbolic play in autism: A review",1993,286,"Christopher Jarrold and Jill Boucher and Peter Smith",https://www.researchgate.net/profile/Peter_Smith34/publication/15512410_Symbolic_Play_in_Autism_A_Review/links/564b52a008ae3374e5dd9090.pdf,309
484,"Assoc. prof., CAVE lab dir., grad. prog. dir. (BME), Dept. of Engineering, Aarhus University",1028,"Indication of cavitation in mechanical heart valve patients.",2003,17,"TS Andersen and Peter Johansen and PK Paulsen and Hans Nygaard and John Michael Hasenkam",,310
485,"Professor, Ryerson University",1885,"The growth machine versus the antigrowth coalition: The battle for our communities",1989,122,"Ronald K Vogel and Bert E Swanson",https://www.researchgate.net/profile/Ronald_Vogel/publication/258198055_The_Growth_Machine_Versus_the_Antigrowth_Coalition/links/56b36c5208ae156bc5fb2670.pdf,311
486,"Ialamic Azad university, Lenjan Branch, Esfahan, Iran",1211,"Formulation of human–structure interaction system models for vertical vibration",2016,42,"Colin C Caprani and Ehsan Ahmadi",,312
487,"Tongji University, Shanxi Transportation Research Institute",13987,"Large-scale psychological differences within China explained by rice versus wheat agriculture",2014,519,"Thomas Talhelm and Xiao Zhang and Shige Oishi and Chen Shimin and Dechao Duan and Xiaoli Lan and Shinobu Kitayama",http://immuno4ever.org/PDF%20files/Science-2014-Talhelm-603-8.pdf,313
488,"Professor Adjunto Universidade Federal de Ouro Preto",294,"Phylogeography of the sand dune ant Mycetophylax simplex along the Brazilian Atlantic Forest coast: remarkably low mtDNA diversity and shallow population structure",2015,11,"Danon Clemes Cardoso and Maykon Passos Cristiano and Mara Garcia Tavares and Christoph D Schubart and Jürgen Heinze",https://bmcevolbiol.biomedcentral.com/articles/10.1186/s12862-015-0383-4,314
489,"University of Nevada at Las Vegas",14521,"Biomineralization of ferrimagnetic greigite (Fe3S4) and iron pyrite (FeS2) in a magnetotactic bacterium",1990,499,"Stephen Mann and Nicholas HC Sparks and Richard B Frankel and Dennis A Bazylinski and Holger W Jannasch",http://digitalcommons.calpoly.edu/cgi/viewcontent.cgi?article=1253&context=phy_fac,315
490,"University of Texas at Rio Grande Valley-School of Medicine",600,"Anxiety, coping skills and hypothalamus-pituitary-adrenal (HPA) axis in patients with endometriosis",1970,21,"Maria Quiñones and Rebecca Urrutia and Annelyn Torres-Reverón and Katy Vincent and Idhaliz Flores",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4755521/,316
491,"Postdoc at Joint Genome Institute",660,"Trichoderma harzianum expressed sequence tags for identification of genes with putative roles in mycoparasitism against Fusarium solani",2012,38,"Andrei Stecca Steindorff and Roberto do Nascimento Silva and Alexandre Siqueira Guedes Coelho and Tatsuya Nagata and Eliane Ferreira Noronha and Cirano José Ulhoa",http://www.academia.edu/download/45896653/Trichoderma_harzianum_expressed_sequence20160523-26961-19d5pje.pdf,317
492,"chung nam national university",109,"Mesocotyl elongation is essential for seedling emergence under deep-seeding condition in rice",2017,7,"Hyun-Sook Lee and Kazuhiro Sasaki and Ju-Won Kang and Tadashi Sato and Won-Yong Song and Sang-Nag Ahn",https://www.biomedcentral.com/openurl?doi=10.1186/s12284-017-0173-2,134
493,"Lecturer in Psychology,  Nottingham Trent University",95,"Looking for trouble: A multilevel analysis of disagreeable contacts in online social networks",2017,4,"Sarah L Buglass and Jens F Binder and Lucy R Betts and Jean DM Underwood",http://irep.ntu.ac.uk/id/eprint/30054/1/PubSub7528_Buglass.pdf,167
494,"York MRI Facility, Centre for Vision Research, York University",1011,"Altered anterior visual system development following early monocular enucleation",2014,20,"Krista R Kelly and Larissa McKetton and Keith A Schneider and Brenda L Gallie and Jennifer KE Steeves",,318
495,"Unknown affiliation",1103,"An experimental study of boundary-layer transition induced vibrations on a hydrofoil",2012,33,"Antoine Ducoin and Jacques André Astolfi and Marie-Laure Gobert",,248
496,"CNRS Researcher, UMR 6521, University of Brest, France",720,"Electrocatalytic reduction of nitrite ions by a copper complex attached as SAMs on gold by “self-induced electroclick”: Enhancement of the catalytic rate by surface coverage …",2013,18,"Christophe Orain and Ana Gabriela Porras-Gutierrez and Ferdinand Evoung Evoung and Catherine Charles and Nathalie Cosquer and Antoine Gomila and Françoise Conan and Yves Le Mest and Nicolas Le Poul",,319
497,NDVSU,286,"Evaluation of dried bread waste as feedstuff for growing crossbred pigs",1970,7,"Ajay Kumar and Biswajit Roy and GP Lakhani and A Jain",https://pdfs.semanticscholar.org/24eb/0d18fc43143cc46476dd336f75180221d067.pdf,320
498,"University of California, San Diego",4119,"Piezoelectric characterization of PVDF-TrFE thin films enhanced with ZnO nanoparticles",2011,59,"John S Dodds and Frederick N Meyers and Kenneth J Loh",https://www.researchgate.net/profile/Kenneth_Loh/publication/260581550_Piezoelectric_Characterization_of_PVDF-TrFE_Thin_Films_Enhanced_With_ZnO_Nanoparticles/links/54b61f5d0cf26833efd35101.pdf,287
499,"School of Mathematical Sciences, University College Dublin",359,"A model for large-amplitude internal waves with finite-thickness pycnocline",2012,4,"R Camassa and C Viotti",,321
500,"Associate Professor, lektor, Aalborg University",1382,"Real-time image based lighting for outdoor augmented reality under dynamically changing illumination conditions.",2006,25,"Tommy Jensen and Mikkel Sandberg Andersen and Claus B Madsen",http://tommyjensen.com/Projects/GRAPP.pdf,322
501,"McGill University",1413,"Study of the impact of the T877A mutation on ligand‐induced helix‐12 positioning of the androgen receptor resulted in design and synthesis of novel antiandrogens",2010,47,"Jinming Zhou and Bing Liu and Guoyan Geng and Jian Hui Wu",,271
502,"Escola de Química e Alimentos, Universidade Federal do Rio Grande - FURG",290,"PdCl2 immobilized in polyacrylamide: a low cost and eco-friendly catalyst for Suzuki-Miyaura reactions",2016,7,"Glademir Alvarenga and Caroline P Ruas and Juliano RM Vicenti and Fábio A Duarte and Marcos A Gelesky and Gilber R Rosa",http://www.scielo.br/scielo.php?pid=S0103-50532016000400787&script=sci_arttext,323
503,"University of Freiburg, Germany and Concept Engineering GmbH, Freiburg, Germany",905,"Accelerating parametric probabilistic verification",2014,36,"Nils Jansen and Florian Corzilius and Matthias Volk and Ralf Wimmer and Erika Ábrahám and Joost-Pieter Katoen and Bernd Becker",https://arxiv.org/pdf/1312.3979,NULL
504,"Unknown affiliation",3489,"Molecular mechanisms underlying WOX1 activation during apoptotic and stress responses",2003,120,"Nan-Shan Chang and Joan Doherty and Amy Ensign and Jennifer Lewis and John Heath and Lori Schultz and Shur-Tzu Chen and Udo Oppermann",,324
505,"Scientist, Los Alamos National Laboratory",2481,"A unified approach to energy conservation and potential vorticity dynamics for arbitrarily-structured C-grids",2010,164,"Todd D Ringler and John Thuburn and Joseph B Klemp and William C Skamarock",https://ore.exeter.ac.uk/repository/bitstream/handle/10871/9404/A%20unified%20approach%20to%20energy%20conservation%20and%20potential%20vorticity%20dynamics%20for%20arbitrarily-structured%20C-grids.pdf?sequence=2&isAllowed=y,325
506,"Berlin University of Technology em.",2556,"Inversion of resistivity in magnetic resonance sounding",2008,60,"Martina Braun and Ugur Yaramanci",,18
507,"Researcher, Tokyo University of Agriculture and Technology",175,"Phenotypic and genetic characterization of rhizobia associated with alfalfa in the Hokkaido and Ishigaki regions of Japan",2011,5,"Salem Djedidi and Tadashi Yokoyama and Norihiko Tomooka and Naoko Ohkama-Ohtsu and Chandra Prasad Risal and Chedly Abdelly and Hitoshi Sekimoto",,111
508,"Professor, School of Chemical Engineering, The University of Adelaide, Australia",29877,"Environmental-benign utilisation of fly ash as low-cost adsorbents",2006,516,"Shaobin Wang and Hongwei Wu",,NULL
509,"university of Wisconsin Madison",18325,"Direct-current nanogenerator driven by ultrasonic waves",2007,2045,"Xudong Wang and Jinhui Song and Jin Liu and Zhong Lin Wang",https://imechanica.org/files/Directcurrentgenerator.pdf,313
510,"Medical Institute of Bioregulation, Kyushu University",5425,"High throughput and exhaustive analysis of diverse lipids by using supercritical fluid chromatography-mass spectrometry for metabolomics",2008,112,"Takeshi Bamba and Naruto Shimonishi and Atsuki Matsubara and Kazumasa Hirata and Yoshihisa Nakazawa and Akio Kobayashi and Eiichiro Fukusaki",,326
511,"Institute of Biomedical Sciences, Academia Sinica",10413,"Host defense mechanisms triggered by microbial lipoproteins through toll-like receptors",1999,1888,"Hans D Brightbill and Daniel H Libraty and Stephan R Krutzik and Ruey-Bing Yang and John T Belisle and Joshua R Bleharski and Michael Maitland and Michael V Norgard and Scott E Plevy and Stephen T Smale and Patrick J Brennan and Barry R Bloom and Paul J Godowski and Robert L Modlin",http://life.nthu.edu.tw/~b861662/lipoproteins.pdf,313
512,"Unknown affiliation",278,"Susceptibility of Staphylococcus aureus to vancomycin: analysis of minimum inhibitory concentrations in two tertiary care hospitals in eastern South Dakota.",2011,4,"Brad R Laible and Thaddaus R Hellwig and Dennis D Hedge",,327
513,ד״ר,43,"The construction of ethnic identity in the military—from the bottom up",2012,21,"Dana Kachtan",,328
514,"Research Staff, Lawrence Livermore National Laboratory",1028,"Molecular dynamics prediction of thermal conductivity of GaN films and wires at realistic length scales",2010,23,"XW Zhou and RE Jones and S Aubry",,2
515,"Proffessor, Physics Department, NTUA",877,"Ultra-violet and infra-red laser ablation studies of biocompatible polymers",1995,32,"M Makropoulou and AA Serafetinides and CD Skordoulis",,329
516,"NSRI (Nippon Steel & Sumikin Research Institute Corporation)",1572,"Particle adhesion in model systems: 15. Effect of colloid stability in multilayer deposition",1992,61,"N Ryde and H Kihira and E Matijević",,330
517,"BMT Program Director. National Center for Cancer Care and Research. Hamad Medical Corporation. Doha",3221,"Novel pharmacokinetic behavior of intravenous busulfan in children with thalassemia undergoing hematopoietic stem cell transplantation: a prospective evaluation of …",2010,93,"Javid Gaziev and Laurent Nguyen and Christian Puozzo and Alessia Francesca Mozzi and Marialuisa Casella and Michela Perrone Donnorso and Paolo Gravina and Pietro Sodani and Marco Marziali and Antonella Isgrò and Maria Domenica Simone and Marco Andreani and Amanda Formosa and Manuela Testi and Giorgio Federici and Sergio Bernardini and Guido Lucarelli",http://www.bloodjournal.org/content/bloodjournal/115/22/4597.full.pdf,66
518,"Associate Professor, Department of Economics and Statistics University of Naples Federico II",572,"A differential evolution algorithm for finding the median ranking under the Kemeny axiomatic approach",2017,13,"Antonio D’Ambrosio and Giulio Mazzeo and Carmela Iorio and Roberta Siciliano",,141
519,"Professor of Mathematics, University of Wollongong, Australia",2497,"On the choice of interpolation functions used in the dual-reciprocity boundary-element method",1994,63,"Yinglong Zhang and Songping Zhu",,146
520,"Royal Canin",106,"Aging of attentiveness in border collies and other pet dog breeds: the protective benefits of lifelong training",2017,9,"Durga Chapagain and Zsófia Virányi and Lisa J Wallis and Ludwig Huber and Jessica Serra and Friederike Range",https://www.frontiersin.org/articles/10.3389/fnagi.2017.00100,331
521,"Professor, Spatial Hearing Laboratory, Chiba Institute of Technology, Japan",1005,"RC array",1996,23,,,NULL
522,"Perugia University",1153,"Phenological olive chilling requirements in Umbria (Italy) and Andalusia (Spain)",2004,41,"F Orlandi and H Garcia-Mozo and L Vazquez Ezquerra and B Romano and E Dominguez and C Galán and M Fornaciari",,332
523,"Australian national university",2452,"Eighteenth and nineteenth-century Chinese accounts of the Malay peninsula",1979,41,"Jennifer W Cushman and Anthony Crothers Milner",,333
524,"Dong-A University",709,"Effect of stresses on the evolution of annealing textures in Cu and Al interconnects",2003,45,"Dong Nyung Lee and Hyo Jong Lee",https://www.researchgate.net/profile/Dong_Nyung_Lee/publication/225386071_Effect_of_stresses_on_the_evolution_of_annealing_textures_in_Cu_and_Al_interconnects/links/0c96053b1e53d51c5c000000/Effect-of-stresses-on-the-evolution-of-annealing-textures-in-Cu-and-Al-interconnects.pdf,334
525,"University of Graz",1999,"Justice and cost effectiveness of consumption-based versus production-based approaches in the case of unilateral climate policies",2014,95,"Karl Steininger and Christian Lininger and Susanne Droege and Dominic Roser and Luke Tomlinson and Lukas Meyer",https://www.researchgate.net/profile/Susanne_Droege/publication/259138342_Justice_and_cost_effectiveness_of_consumption-based_versus_production-based_approaches_in_the_case_of_unilateral_climate_policies/links/587f82a608ae9275d4ee33fa/Justice-and-cost-effectiveness-of-consumption-based-versus-production-based-approaches-in-the-case-of-unilateral-climate-policies.pdf,335
526,"University of Chicago",2312,"Two photon absorption study of low-bandgap, fully conjugated perylene diimide-thienoacene-perylene diimide ladder-type molecules",2017,27,"Zhengxu Cai and Ricardo J Vázquez and Donglin Zhao and Lianwei Li and Wai-yip Lo and Na Zhang and Qinghe Wu and Bradley Keller and Audrey Eshun and Neranga Abeyasinghe and Halley Banaszak-Holl and Theodore Goodson III and Luping Yu",https://par.nsf.gov/servlets/purl/10054284,124
527,"Professor in Cognitive Development",10480,"Short-term memory for verbal and visuospatial information in Down's syndrome",1997,266,"Christopher Jarrold and Alan D Baddeley",,336
528,"Postdoc - Laboraroty of Medicine and Pathobiology - University of Toronto",76,"Schistosoma mansoni displays an adenine phosphoribosyltransferase preferentially expressed in mature female gonads and vitelaria",2017,5,"Ana Eliza Zeraik and Vitor Hugo Balasco Serrão and Larissa Romanello and Juliana Roberta Torini and Alexandre Cassago and Ricardo DeMarco and Humberto D’Muniz Pereira",https://www.researchgate.net/profile/Vitor_Serrao/publication/315810405_Schistosoma_mansoni_displays_an_adenine_phosphoribosyltransferase_preferentially_expressed_in_mature_female_gonads_and_vitelaria/links/5a04b3e60f7e9bc4078eb96d/Schistosoma-mansoni-displays-an-adenine-phosphoribosyltransferase-preferentially-expressed-in-mature-female-gonads-and-vitelaria.pdf,277
529,"National Chiao Tung University",2858,"EEG-based subject-and session-independent drowsiness detection: an unsupervised approach",2008,88,"Nikhil R Pal and Chien-Yao Chuang and Li-Wei Ko and Chih-Feng Chao and Tzyy-Ping Jung and Sheng-Fu Liang and Chin-Teng Lin",https://link.springer.com/content/pdf/10.1155/2008/519480.pdf,337
530,"Michigan State University",2886,"Sensitivity to change of the Brief Psychiatric Rating Scale-Extended (BPRS-E): An item and subscale analysis.",2006,52,"Gary M Burlingame and Scott Seaman and Jennifer E Johnson and Jason Whipple and Elizabeth Richardson and Frank Rees and Dallas Earnshaw and Richard Spencer and Mark Payne and Brock O'Neil",https://login.qualifacts.org/carelogic/resources/refdocs/Markpaynehandout4.pdf,338
531,"Charles Sturt University",404,"Academic Writing: a language-based approach//CD-ROM",1970,9,"Robyn Woodward-Kron and Elizabeth Thomson and Jim Meek",,NULL
532,"University of Maragheh",228,"Novel pectinase from Piriformospora indica, optimization of growth parameters and enzyme production in submerged culture condition",2018,1,"Mohammad Heidarizadeh and Parisa Fathi Rezaei and Saleh Shahabivand",https://www.researchgate.net/profile/Parisa_Rezaei/publication/322707205_Novel_pectinase_from_Piriformospora_indica_optimization_of_growth_parameters_and_enzyme_production_in_submerged_culture_condition/links/5ba52e4c45851574f7dd123b/Novel-pectinase-from-Piriformospora-indica-optimization-of-growth-parameters-and-enzyme-production-in-submerged-culture-condition.pdf,339
533,"Zonguldak Bulent Ecevit Universitesi",80,"Detection of knee abnormality from surface EMG signals by artificial neural networks",2017,1,"Okan Erkaymaz and İrem Şenyer and Rukiye Uzun",,NULL
534,"Tatung University",661,"Prevalence of potentially pathogenic Vibrio species in the seafood marketed in Malaysia",2004,96,"Nasreldin Elhadi and Son Radu and Chien-Hsien Chen and Mitsuaki Nishibuchi",https://jfoodprotection.org/doi/pdfplus/10.4315/0362-028X-67.7.1469,340
535,"Technical University of Sofia",97,"New approaches in intelligent image processing",1970,4,"Roumen Kountchev and Vladimir Todorov and Roumiana Kountcheva and Roumen Mironov and Alexander Bekiarski and Ognian Boumbarov and Krasimir Tonchev and Agata Manolova and Stanislav Panev and Ihor Paliy and Plamen Petrov",https://www.researchgate.net/profile/Roumen_Kountchev/publication/289253225_New_Approaches_in_Intelligent_Image_Processing/links/568aef0d08ae051f9afa86bd.pdf,NULL
536,"Istituto Italiano di Tecnologia",2566,"The role of surface tension in the crystallization of metal halide perovskites",2017,29,"Ayan A Zhumekenov and Victor M Burlakov and Makhsud I Saidaminov and Abdulilah Alofi and Md Azimul Haque and Bekir Turedi and Bambar Davaasuren and Ibrahim Dursun and Namchul Cho and Ahmed M El-Zohry and Michele De Bastiani and Andrea Giugni and Bruno Torre and Enzo Di Fabrizio and Omar F Mohammed and Alexander Rothenberger and Tom Wu and Alain Goriely and Osman M Bakr",https://repository.kaust.edu.sa/bitstream/handle/10754/625190/acsenergylett.7b00468.pdf?sequence=1&isAllowed=n,341
537,"University of Pennsylvania",542,"The annotation graph toolkit: software components for building linguistic annotation tools",2001,5,"Kazuaki Maeda and Steven Bird and Xiaoyi Ma and Haejoong Lee",,NULL
538,"Universidad de Guadalajara",98,"Vía de señalización Wnt y cáncer cervicouterino",1970,2,"Moisés Ramos-Solano and Monserrat Álvarez-Zavala and Beatriz García-Castro and Luis Felipe Jave-Suárez and Adriana Aguilar-Lemarroy",https://www.redalyc.org/pdf/4577/457744942016.pdf,256
539,"National Defense Academy of Japan",681,"Local heat transfer around a wall-mounted cube at 45 to flow in a turbulent boundary layer",2003,33,"Hajime Nakamura and Tamotsu Igarashi and Takayuki Tsutsui",https://www.researchgate.net/profile/Hajime_Nakamura2/publication/256971172_Local_heat_transfer_around_a_wall-mounted_cube_at_45_to_flow_in_a_turbulent_boundary_layer/links/59dea61ca6fdcca0d32050b6/Local-heat-transfer-around-a-wall-mounted-cube-at-45-to-flow-in-a-turbulent-boundary-layer.pdf,268
540,"Debreceni Egyetem, Neurológiai Tanszék",2661,"Effect of smoking cessation on visually evoked cerebral blood flow response in healthy volunteers",1970,33,"Neta Boms and Yaniv Yonai and Sandor Molnar and Bernhard Rosengarten and Natan M Bornstein and Laszlo Csiba and Laszlo Olah",https://www.karger.com/Article/FullText/255964,342
541,"School of Interdiciplinary Mathematical Science, Meiji University",6000,"A particle swarm optimization for reactive power and voltage control in electric power systems",2001,211,"Yoshikazu Fukuyama and Hirotata Yoshida",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.540.2536&rep=rep1&type=pdf,NULL
542,"Aalborg University",373,"A triple culture model of the blood-brain barrier using porcine brain endothelial cells, astrocytes and pericytes",2015,60,"Louiza Bohn Thomsen and Annette Burkhart and Torben Moos",,7
543,"Language Learning Books Author",41465,"Introduction to formal language theory",1978,2016,"Michael A Harrison",,NULL
544,"Postdoc at Joint Genome Institute",660,"The post-genomic era of Trichoderma reesei: what's next?",2016,33,"Vijai Kumar Gupta and Andrei Stecca Steindorff and Renato Graciano de Paula and Rafael Silva-Rocha and Astrid R Mach-Aigner and Robert L Mach and Roberto N Silva",https://www.cell.com/trends/biotechnology/fulltext/S0167-7799(16)30085-3,NULL
545,"Professor, Ryerson University",1885,"Governing global city regions in China and the West",2010,104,"Ronald K Vogel and HV Savitch and Jiang Xu and Anthony GO Yeh and Weiping Wu and Andrew Sancton and Paul Kantor and Peter Newman and Takashi Tsukamoto and Peter TY Cheung and Jianfa Shen and Fulong Wu and Fangzhu Zhang",http://www.academia.edu/download/31443915/Governing_global_city_regions_in_China_and_the_West.pdf,NULL
546,"York MRI Facility, Centre for Vision Research, York University",1011,"Consecutive TMS-fMRI reveals an inverse relationship in BOLD signal between object and scene processing",2013,20,"Caitlin R Mullin and Jennifer KE Steeves",,9
547,"Scientist, Los Alamos National Laboratory",2481,"A multi-resolution approach to global ocean modeling",2013,162,"Todd Ringler and Mark Petersen and Robert L Higdon and Doug Jacobsen and Philip W Jones and Mathew Maltrud",,343
548,"McGill University",1413,"Glutathione and glutathione analogues; therapeutic potentials",2013,44,"Jian Hui Wu and Gerald Batist",,NULL
